Node;Degree Centrality
DBN-GREY1-TSN498-CAPRISA-ECRS;0.014018691588785045
DBN-GREY1-TSN497-CAPRISA-DDMRI;0.009345794392523364
DBN-GREY1-TSN151-DUTC;0.014018691588785045
DBN-GREY1-TSN176-UNISAM;0.009345794392523364
DBN-GREY1-TSN232-NMMS;0.009345794392523364
CPT-GREYSS1-TSN500-CPUTSPR;0.004672897196261682
CPT-GREYSS1-TSN145-CPUTM;0.014018691588785045
CPT4-PE1;0.009345794392523364
CPT1-IR1;0.037383177570093455
TENET-TSN118-AIMS;0.009345794392523364
CPT-GREYSS1-TSN495-UCTVH;0.004672897196261682
CPT-GREYSS1-TSN39-SAAO;0.018691588785046728
JNB-GREY2-TSN99-CSMI;0.009345794392523364
JNB-GREY2-TSN42-UJBU;0.018691588785046728
JNB3-PE1;0.009345794392523364
JNB-GREY2-TSN42-UJBU-2;0.004672897196261682
JNB-GREY2-TSN295-CSIR-CTF;0.009345794392523364
JNB-GREY1-TSN110-WITSE;0.009345794392523364
JNB-GREY1-TSN112-WITSM;0.009345794392523364
JNB-TSN44-UJ-DF-PE;0.004672897196261682
HMS-TSN28-SANSA;0.009345794392523364
GRJ-TSN459-NMU-GC;0.014018691588785045
CPT2-PE1;0.02803738317757009
VDP-GREY2-TSN484-DFA-VDBP;0.009345794392523364
VDP-GREY2-TSN139-NWUFAR;0.009345794392523364
VDP1-PE1;0.02803738317757009
CPT-GREYSS1-TSN463-DFA-PLN;0.014018691588785045
CPT3-PE1;0.1261682242990654
CPT1-LAB1;0.004672897196261682
TENET-TSN470-DFA-WYN;0.009345794392523364
TERACO-TSN462-RDB;0.009345794392523364
SLB-TSN750-DOA-ELSEN;0.004672897196261682
PHU-TSN247-UFSQ;0.014018691588785045
BTH-TSN504-ARC-SGI;0.009345794392523364
DUR3-PE1;0.02803738317757009
WEL1-PE1;0.009345794392523364
PTA-GREYS2-TSN499-DFASAMCOR;0.014018691588785045
PTA-GREYS2-TSN257-SANBI;0.009345794392523364
PTA-GREYS2-TSN260-CGS;0.014018691588785045
PTA-GREYS2-TSN509-UP-MAMC;0.004672897196261682
BFN2-PE1;0.02336448598130841
BFN3-PE1;0.018691588785046728
BFN1-PE1;0.02803738317757009
BFN-GREY1-TSN246-UFSPSY;0.004672897196261682
BFN-GREY1-TSN244-UFSNATH;0.004672897196261682
JNB2-PE1;0.02336448598130841
PTA-GREYS2-TSN40-USAF;0.009345794392523364
PTA-GREYS2-TSN973-UNIVEN-COL;0.014018691588785045
PTA-GREYS2-TSN261-ARC-HO-PE;0.004672897196261682
UTW-TSN468-WSUQ;0.009345794392523364
UTT-TSN86-WSU-NMD-PE;0.004672897196261682
WTS-TSN467-WSUW;0.004672897196261682
PLZ1-PE1;0.018691588785046728
ISD1-PE1-ISD1-PR1;0.004672897196261682
ISD1-PE1;0.018691588785046728
CPT7-PE1;0.009345794392523364
CPT-TSN793-NSFAS-CBD;0.004672897196261682
CPT3-PE1-CPT3-PR1;0.004672897196261682
CPT3-PE1-CPT3-PR2;0.004672897196261682
PLZ2-PE1;0.014018691588785045
NC-SAAO-TSN91-SUTH;0.004672897196261682
LDN1-IR1;0.02336448598130841
ISD1-PE2;0.004672897196261682
SMT-TSN590-IMT;0.004672897196261682
CAR-TSN237-SKA-CAR-PE;0.009345794392523364
CPT-GREYSLB1-TSN235-ILABS-FAURE-PE1;0.004672897196261682
CPT-GREYSS2-TSN170-UCTSSI;0.009345794392523364
CPT-GREYSS2-TSN270-UCTGSR;0.009345794392523364
CPT9-PE1;0.014018691588785045
CPT-GREYSS2-TSN236-SARAO-PE;0.009345794392523364
CPT-TSN943-DHA-WYNBERG;0.004672897196261682
CPT3-PE2;0.004672897196261682
PZB-GREY1-TSN383-DUTI;0.009345794392523364
PZB1-PE1;0.02336448598130841
PZB-GREY1-TSN384-SANBIP;0.009345794392523364
PZB-GREY1-TSN193-UNISAP;0.014018691588785045
PZB-GREY1-TSN385-CGSP;0.014018691588785045
PZB-GREY1-TSN10-DUTRC;0.009345794392523364
BFN-GREY1-TSN242-UFSSC;0.009345794392523364
BFN-GREY1-TSN245-UFSPELH;0.004672897196261682
ELS-GREY1-TSN108-WSU-CHS;0.009345794392523364
ELS3-PE1;0.02803738317757009
ELS-GREY1-TSN177-UNISAE;0.004672897196261682
ELS-GREY1-TSN393-WSU-CAM;0.009345794392523364
ELS2-PE1;0.014018691588785045
ELS1-PE1;0.037383177570093455
PTA-GREYN2-TSN395-TUT-ZET;0.009345794392523364
PTA-GREYN2-TSN141-UPGC;0.009345794392523364
PTA-GREYN2-TSN254-UP-HILL-PE;0.009345794392523364
PTA-GREYN1-TSN354-TUT-MONITOR;0.004672897196261682
PTA-GREYN1-TSN74-UP-MED-PE;0.004672897196261682
PTA-GREYN1-TSN391-TUT-KOSMOS;0.009345794392523364
PTA-GREYN1-TSN203-UNISA-SN;0.009345794392523364
PTA-GREYN1-TSN353-TUT-TEMPO;0.009345794392523364
PTA-GREYN1-TSN315-BREYTEN;0.009345794392523364
PTA-GREYN1-TSN161-TUT-SOSN;0.009345794392523364
PTA-GREYN1-TSN162-TUT-SOSS;0.009345794392523364
PTA-GREYN1-TSN49-TUT-ERC-GAR;0.009345794392523364
PTA-GREYN1-TSN389-SMU-MC-PE;0.004672897196261682
PTA-CSIR-SCALAB;0.004672897196261682
PTA1-PE1;0.0514018691588785
KRO-TSN182-UNISAKRO;0.009345794392523364
VDP-GREY2-TSN598-VUT-EMF;0.009345794392523364
CPT-GREYBEL1-TSN493-CGSB;0.009345794392523364
CPT-GREYBEL1-TSN585-UWC-FCHS;0.004672897196261682
CPT-GREYBEL1-TSN34-CPUTB;0.009345794392523364
DBN-GREY1-TSN375-SANBI;0.009345794392523364
DBN-GREY1-TSN11-DUTS;0.004672897196261682
DUR1-PE1;0.018691588785046728
DBN-GREY1-TSN150-DUTB;0.009345794392523364
DBN-GREY1-TSN132-MRC;0.009345794392523364
DBN-GREY1-TSN222-TIA-PWC;0.004672897196261682
DBN-GREY1-TSN662-CAPRISA-KDH;0.004672897196261682
DBN-GREY1-TSN13-CAO;0.009345794392523364
DUR2-PE1;0.03271028037383177
DBN-GREY1-TSN366-UKZNE-PE;0.009345794392523364
DBN-GREY1-TSN97-CSIR;0.009345794392523364
ZEE1-OR1;0.009345794392523364
ZEH1-PE1;0.03271028037383177
RCB-TSN596-WRLHS-ALTSO;0.009345794392523364
RCB-TSN20-AHRI-SOM-1;0.004672897196261682
RCB-TSN116-UZ-RCB-PE;0.004672897196261682
VDP-GREY1-TSN90-VUTMC;0.004672897196261682
CPT-GREYSLB1-TSN292-ARCINFR;0.004672897196261682
CPT-GREYSLB1-TSN79-SUN;0.014018691588785045
PTD-TSN216-WSU-PTD-PE;0.004672897196261682
BIY-TSN65-UFH-BHISHO-PE;0.009345794392523364
UTE-TSN12-WSU-B-PE;0.004672897196261682
PTA-GREYS3-TSN250-TIAMHO;0.009345794392523364
PTA-GREYS3-TSN403-ASSAF;0.009345794392523364
PTA-TSN455-SITA-CENT-PE;0.004672897196261682
LCD-TSN186-UNISAM;0.004672897196261682
THY-TSN87-UNIVEN-MC-PE;0.004672897196261682
ALC-TSN64-UFHA;0.009345794392523364
GRH1-PE1;0.014018691588785045
GRH1-PE2;0.004672897196261682
MFK-TSN32-NWUM;0.004672897196261682
MFK1-PE1;0.009345794392523364
