Node;Core Number;Core Strength;Core Influence
PTA-GREYS2-TSN299-ARCIAE;1;2;0
PTA-GREYN1-TSN298-ARCOVI;1;2;1
PTA-GREYN1-TSN75-UPO;1;1;0
PTA-CSIR-TWR;1;1;0
CPT-GREYSS1-TSN144-CPUTGSH;1;2;1
CPT-GREYSS1-TSN273-CPUTGSR;1;1;0
CPT-GREYSS1-TSN768-UCTCAN;1;2;0
CPT-GREYSS1-TSN272-UCTDOR;1;3;1
CPT-GREYSS1-TSN169-UCTRHR;1;1;0
CPT-GREYBEL1-TSN174-UNIBEL;1;2;1
CPT-GREYBEL1-TSN22-MRCCPT-PE;2;2;1
CPT-GREYBEL1-TSN812-UWC-DIH;1;1;0
CPT-GREYBEL1-TSN278-UWCT;2;1;2
CPT-GREYBEL1-TSN147-CPUTT;2;2;2
CPT-GREYBEL1-TSN208-USTYG;2;1;2
CPT6-PE1;2;4;4
CPT-GREYBEL1-TSN487-MRCN;1;1;0
CPT-GREYCBD1-TSN650-NLSA-CFB;2;1;0
CPT-GREYCBD1-TSN24-NLSA;2;2;2
CPT-GREYCBD1-TSN18-IZMU;2;2;2
CPT-GREYCBD2-TSN143-CPUTGB;1;2;1
CPT-GREYCBD2-TSN109-SANAP;1;2;0
CPT-GREYCBD2-TSN215-HSRCCPT;1;1;0
CPT-GREYCBD2-TSN164-UCTBS;2;2;0
CPT-GREYCBD1-TSN275-MCM;2;1;2
CPT-GREYCBD1-TSN641-SAEON;2;1;1
CPT-GREYCBD1-TSN490-CPGR;2;1;1
CPT-GREYCBD1-TSN4-CPUTCPT;2;2;3
CPT-GREYCBD1-TSN276-CPUTOPT;2;1;1
CPT-GREYCBD1-TSN163-UCT-HID;2;2;2
CPT-GREYCBD1-TSN277-CPUTB;2;1;1
CPT-GREYSS2-TSN271-UCTRBG;2;2;2
CPT-GREYSS2-TSN800-UWC-CASAS;1;1;0
CPT-GREYSS2-TSN168-UCTRCCH;2;1;2
CPT-GREYSS2-TSN167-UCTRMH;2;1;2
JNB5-TSN249;1;3;2
SDT-TSN535-UCT-GSB;1;1;0
JNB1-PE1;1;1;0
NC-SKA-TSN239-LOS;1;2;1
NC-SKA-TSN238-KLE;1;3;1
LOS-TSN239-SKA-LOS-PE;1;1;0
KLE-TSN238-SKA-KLE-PE;1;1;0
CPT5-PE1;2;3;3
CPT-GREYSLB1-TSN235-ILABS-FAURE-PE2;1;1;0
