Node;Degree Centrality
2;0.03225806451612903
4;0.03225806451612903
5;0.03225806451612903
6;0.03225806451612903
7;0.03225806451612903
9;0.03225806451612903
12;0.03225806451612903
13;0.03225806451612903
32;0.03225806451612903
8;0.06451612903225806
11;0.06451612903225806
14;0.06451612903225806
15;0.06451612903225806
17;0.06451612903225806
18;0.06451612903225806
19;0.06451612903225806
21;0.06451612903225806
22;0.06451612903225806
26;0.06451612903225806
27;0.06451612903225806
28;0.06451612903225806
29;0.06451612903225806
30;0.06451612903225806
20;0.0967741935483871
23;0.0967741935483871
25;0.0967741935483871
31;0.0967741935483871
24;0.12903225806451613
16;0.1935483870967742
10;0.22580645161290322
3;0.3225806451612903
1;0.3870967741935484
