Node;Degree Centrality
1;0.19117647058823528
2;0.014705882352941176
3;0.2647058823529412
4;0.014705882352941176
5;0.044117647058823525
6;0.029411764705882353
7;0.029411764705882353
8;0.058823529411764705
9;0.029411764705882353
10;0.07352941176470588
11;0.029411764705882353
12;0.058823529411764705
13;0.029411764705882353
14;0.058823529411764705
15;0.029411764705882353
16;0.029411764705882353
17;0.029411764705882353
18;0.044117647058823525
19;0.044117647058823525
20;0.029411764705882353
21;0.044117647058823525
22;0.044117647058823525
23;0.029411764705882353
24;0.029411764705882353
25;0.029411764705882353
26;0.029411764705882353
27;0.029411764705882353
28;0.029411764705882353
29;0.029411764705882353
30;0.029411764705882353
31;0.029411764705882353
32;0.014705882352941176
33;0.07352941176470588
34;0.029411764705882353
35;0.014705882352941176
36;0.029411764705882353
37;0.044117647058823525
38;0.029411764705882353
39;0.014705882352941176
40;0.029411764705882353
41;0.029411764705882353
42;0.029411764705882353
43;0.029411764705882353
44;0.11764705882352941
45;0.044117647058823525
46;0.029411764705882353
47;0.014705882352941176
48;0.044117647058823525
49;0.058823529411764705
50;0.029411764705882353
51;0.029411764705882353
52;0.029411764705882353
53;0.029411764705882353
54;0.029411764705882353
55;0.029411764705882353
56;0.029411764705882353
57;0.029411764705882353
58;0.014705882352941176
59;0.014705882352941176
60;0.014705882352941176
61;0.014705882352941176
62;0.044117647058823525
63;0.029411764705882353
64;0.014705882352941176
65;0.014705882352941176
66;0.014705882352941176
67;0.014705882352941176
68;0.014705882352941176
69;0.014705882352941176
