Node;Betweeness Centrality
5;0.49543314500941626
1;0.4740112994350283
22;0.20362523540489644
23;0.173210922787194
51;0.16629001883239175
11;0.15908662900188322
9;0.1582391713747646
21;0.14924670433145007
43;0.14844632768361582
44;0.1422316384180791
19;0.1268361581920904
41;0.125894538606403
8;0.12518832391713744
10;0.116713747645951
40;0.11177024482109228
26;0.11134651600753291
18;0.1080979284369115
45;0.10409604519774011
42;0.10018832391713749
29;0.09741054613935969
56;0.09562146892655368
20;0.0928436911487759
46;0.09223163841807909
39;0.09143126177024481
38;0.08578154425612051
28;0.08422787193973634
50;0.08319209039548021
