Node;Betweeness Centrality
1;0.5422289811446966
3;0.5419405075463021
44;0.22129269618295078
8;0.17774990593252232
14;0.1493133074125172
22;0.13571846649107394
46;0.12119549312262218
43;0.11234269827333919
45;0.09968539654667836
10;0.0893149797232326
40;0.08775973075797484
19;0.0865525314603455
12;0.07715937121117103
26;0.07470002926543741
37;0.06624963418203102
33;0.06533508925958442
18;0.062335381913959605
24;0.04953175299970743
42;0.04832455370207785
49;0.037437810945273646
5;0.036972699527572254
30;0.028533801580333626
31;0.028533801580333626
53;0.026119402985074626
16;0.025387767047117357
25;0.024948785484342945
41;0.023741586186713494
21;0.023046532045654128
54;0.01891278899619549
34;0.01885425812115891
36;0.014888791337430497
