Node;Degree Centrality
1;0.16666666666666666
2;0.016666666666666666
3;0.03333333333333333
4;0.016666666666666666
5;0.21666666666666667
6;0.016666666666666666
7;0.016666666666666666
8;0.03333333333333333
9;0.05
10;0.03333333333333333
11;0.03333333333333333
12;0.016666666666666666
13;0.03333333333333333
14;0.03333333333333333
15;0.03333333333333333
16;0.03333333333333333
17;0.03333333333333333
18;0.03333333333333333
19;0.03333333333333333
20;0.03333333333333333
21;0.03333333333333333
22;0.1
23;0.03333333333333333
24;0.03333333333333333
25;0.016666666666666666
26;0.05
27;0.03333333333333333
28;0.05
29;0.05
30;0.03333333333333333
31;0.03333333333333333
32;0.05
33;0.03333333333333333
34;0.03333333333333333
35;0.03333333333333333
36;0.03333333333333333
37;0.03333333333333333
38;0.03333333333333333
39;0.03333333333333333
40;0.03333333333333333
41;0.03333333333333333
42;0.03333333333333333
43;0.03333333333333333
44;0.05
45;0.03333333333333333
46;0.03333333333333333
47;0.03333333333333333
48;0.03333333333333333
49;0.03333333333333333
50;0.03333333333333333
51;0.05
52;0.03333333333333333
53;0.016666666666666666
54;0.03333333333333333
55;0.03333333333333333
56;0.06666666666666667
57;0.03333333333333333
58;0.03333333333333333
59;0.016666666666666666
60;0.03333333333333333
61;0.03333333333333333
