removed,remaining,aG,e1_mult,e0_mult,CIS,strategy
1,280,0.024682839418308497,23,1,4.285714285714286,core number
2,279,-4.5095858096708655e-18,24,5,3.5357142857142856,core number
3,278,-1.311259946159952e-15,19,15,2.689655172413793,core number
4,277,-1.3911441420420217e-15,19,16,1.6428571428571428,core number
5,276,-1.510065938612304e-15,18,17,3.642857142857143,core number
6,275,-1.0186200971395158e-15,18,17,3.0714285714285716,core number
7,274,-2.0289112399045382e-15,18,20,2.75,core number
8,273,-1.7150577298586907e-15,18,20,4.103448275862069,core number
9,272,-1.852928225805866e-15,17,24,3.1785714285714284,core number
10,271,-1.817094120832756e-15,17,25,3.75,core number
11,270,-1.858129811239925e-15,17,27,3.3703703703703702,core number
12,269,-2.3153090014461685e-15,19,27,2.3333333333333335,core number
13,268,-1.7032481985843609e-15,20,27,3.0,core number
14,267,-2.58396000548644e-15,20,34,2.3214285714285716,core number
15,266,-1.6274192139556017e-15,19,36,2.185185185185185,core number
16,265,-1.8903162713701364e-15,20,41,2.111111111111111,core number
17,264,-2.3540473895224983e-15,19,44,2.2222222222222223,core number
18,263,-2.518937093961922e-15,19,45,1.9259259259259258,core number
19,262,-2.5788952774942332e-15,19,45,1.962962962962963,core number
20,261,-2.7323303487168005e-15,19,44,1.6785714285714286,core number
21,260,-1.875665492367559e-15,19,44,1.8888888888888888,core number
22,259,-2.343740528760701e-15,19,44,1.8518518518518519,core number
23,258,-2.29963652446163e-15,19,44,2.6153846153846154,core number
24,257,-1.4828460148205887e-15,19,44,2.1153846153846154,core number
25,256,-1.941252938517993e-15,19,43,1.9230769230769231,core number
26,255,-2.2395105378814966e-15,19,43,2.5384615384615383,core number
27,254,-2.5968428762856497e-15,19,43,2.1923076923076925,core number
28,253,-2.2084217803049292e-15,19,43,2.0,core number
29,252,-2.1026366315638477e-15,18,43,2.1923076923076925,core number
30,251,-2.7854530325947566e-15,19,43,1.8076923076923077,core number
31,250,-1.4960623783034255e-15,19,44,1.92,core number
32,249,-1.9343921683857057e-15,18,44,1.7307692307692308,core number
33,248,-1.6875727555983836e-15,18,44,2.12,core number
34,247,-1.5828454103263156e-15,18,46,1.52,core number
35,246,-1.9520264347242057e-15,18,46,1.9615384615384615,core number
36,245,-1.8379930453960653e-15,18,47,1.96,core number
37,244,-1.9607925417402445e-15,18,48,1.96,core number
38,243,-2.532446193964907e-15,18,49,2.04,core number
39,242,-2.122383641260858e-15,18,49,2.12,core number
40,241,-2.0662499488010024e-15,19,49,2.08,core number
41,240,-2.1563513988935147e-15,18,49,2.0833333333333335,core number
42,239,-1.8843404756560933e-15,18,49,2.0833333333333335,core number
43,238,-2.990855997482353e-15,18,50,1.84,core number
44,237,-2.0032441520536028e-15,17,50,2.28,core number
45,236,-2.0817758333296462e-15,18,54,1.76,core number
46,235,-2.093030787954583e-15,18,54,1.7916666666666667,core number
47,234,-2.3738564746612124e-15,19,54,1.9166666666666667,core number
48,233,-2.2145647901252796e-15,19,56,2.0416666666666665,core number
49,232,-1.8345786145536276e-15,19,56,2.125,core number
50,231,-1.5728937766124152e-15,19,56,2.125,core number
51,230,-2.3240223637320373e-15,19,55,2.217391304347826,core number
52,229,-1.6958610892742919e-15,20,55,2.217391304347826,core number
53,228,-2.1387293995824962e-15,19,55,1.7826086956521738,core number
54,227,-2.5118988086447723e-15,19,55,2.0869565217391304,core number
55,226,-2.0014141513601752e-15,18,57,2.0,core number
56,225,-1.9056503802621137e-15,18,56,1.9565217391304348,core number
57,224,-1.9325960689997226e-15,18,56,2.1739130434782608,core number
58,223,-1.8300862002204803e-15,17,56,1.565217391304348,core number
59,222,-2.228599915442218e-15,17,57,2.0434782608695654,core number
60,221,-2.1553987724124488e-15,17,57,1.826086956521739,core number
61,220,-2.30917534343379e-15,17,57,2.1363636363636362,core number
62,219,-1.932609568030725e-15,17,58,1.5454545454545454,core number
63,218,-1.8305815000615347e-15,14,62,2.0454545454545454,core number
64,217,-1.9881047644756923e-15,13,62,1.9090909090909092,core number
65,216,-2.1785537310134157e-15,12,63,2.090909090909091,core number
66,215,-2.1131729490617366e-15,12,63,2.0454545454545454,core number
67,214,-1.8316808491194187e-15,12,62,1.9090909090909092,core number
68,213,-1.606366794183943e-15,12,61,1.8636363636363635,core number
69,212,-2.5121319488690615e-15,12,61,2.0454545454545454,core number
70,211,-1.826654113903058e-15,12,61,1.7272727272727273,core number
71,210,-1.976845488419282e-15,11,61,2.0952380952380953,core number
72,209,-2.032327205759117e-15,10,61,1.9523809523809523,core number
73,208,-1.828703200492533e-15,10,61,1.9090909090909092,core number
74,207,-1.6816647641236812e-15,10,62,1.4761904761904763,core number
75,206,-1.20806029954501e-15,11,63,1.8571428571428572,core number
76,205,-1.3776232471694475e-15,11,63,1.5238095238095237,core number
77,204,-1.9516386329627534e-15,9,67,2.0952380952380953,core number
78,203,-1.4537343357192965e-15,10,67,2.0476190476190474,core number
79,202,-1.2271725458367504e-15,9,67,1.9523809523809523,core number
80,201,-1.5936281364781583e-15,9,67,1.8636363636363635,core number
81,200,-1.6538902345828785e-15,9,66,1.7619047619047619,core number
82,199,-1.854784048434701e-15,9,66,1.55,core number
83,198,-1.4486146161919624e-15,9,65,2.0,core number
84,197,-2.2041191011383616e-15,10,65,1.7,core number
85,196,-1.7832134527779727e-15,9,65,1.4285714285714286,core number
86,195,-1.8590029748139088e-15,9,65,1.5714285714285714,core number
87,194,-2.0372687933457925e-15,9,64,1.85,core number
88,193,-1.8443443434350778e-15,9,65,1.95,core number
89,192,-1.9252537971338072e-15,9,64,1.85,core number
90,191,-1.668134327590244e-15,9,64,2.0,core number
91,190,-1.7544975494728777e-15,9,67,2.0,core number
92,189,-1.6178002177016783e-15,11,68,2.1052631578947367,core number
93,188,-1.477167635212096e-15,10,68,1.8421052631578947,core number
94,187,-1.5004727694601488e-15,9,68,1.631578947368421,core number
95,186,-1.5719703444292139e-15,9,68,1.6842105263157894,core number
96,185,-1.498496627411434e-15,9,69,1.5789473684210527,core number
97,184,-1.493076086529489e-15,9,70,1.8421052631578947,core number
98,183,-1.6898542721233525e-15,8,70,1.9473684210526316,core number
99,182,-1.5978555298640932e-15,8,70,1.736842105263158,core number
100,181,-1.6711839327330143e-15,8,69,1.4210526315789473,core number
101,180,-1.6397773032753872e-15,8,68,1.5789473684210527,core number
102,179,-1.837719395501867e-15,9,69,1.7222222222222223,core number
103,178,-1.8117631576145492e-15,8,69,1.4444444444444444,core number
104,177,-1.391590541094888e-15,8,68,1.6666666666666667,core number
105,176,-1.539361862927829e-15,8,68,1.4444444444444444,core number
106,175,-1.639010003205675e-15,9,68,1.9444444444444444,core number
107,174,-1.3708065590272145e-15,8,70,1.9444444444444444,core number
108,173,-1.3067654619872607e-15,8,71,1.8888888888888888,core number
109,172,-1.5067193902423403e-15,8,71,1.3157894736842106,core number
110,171,-1.4034969038931435e-15,8,70,1.7222222222222223,core number
111,170,-1.4799881714896145e-15,8,69,1.2352941176470589,core number
112,169,-1.3811472610201161e-15,8,69,1.8235294117647058,core number
113,168,-1.359586125586045e-15,7,71,1.6111111111111112,core number
114,167,-1.1265147261181336e-15,7,71,1.8235294117647058,core number
115,166,-1.4211786080133716e-15,7,70,1.7647058823529411,core number
116,165,-1.7011991167187517e-15,6,70,1.4444444444444444,core number
117,164,-1.5139910528862574e-15,6,72,1.1764705882352942,core number
118,163,-1.3339596910793328e-15,6,73,1.1666666666666667,core number
119,162,-1.4146178245982776e-15,5,75,1.2352941176470589,core number
120,161,-1.579950240932824e-15,5,75,1.5555555555555556,core number
121,160,-1.5159875372593768e-15,6,75,1.8235294117647058,core number
122,159,-1.2721961362288898e-15,6,74,1.5,core number
123,158,-1.384920142853777e-15,6,75,1.75,core number
124,157,-1.595101222054246e-15,6,75,1.625,core number
125,156,-1.2137773822608013e-15,6,76,1.6875,core number
126,155,-1.3228549678535626e-15,5,76,1.4375,core number
127,154,-1.7121626876224645e-15,5,76,1.3125,core number
128,153,-1.3989266892264912e-15,5,75,1.125,core number
129,152,-1.459109449968092e-15,4,76,1.625,core number
130,151,-1.805462853690924e-15,4,76,1.375,core number
131,150,-1.3688952263048263e-15,4,75,1.375,core number
132,149,-2.199564524816992e-15,4,74,1.4375,core number
133,148,-1.303709754057734e-15,4,74,1.8666666666666667,core number
134,147,-1.1775312394796681e-15,4,73,1.7333333333333334,core number
135,146,-1.1377713137717449e-15,5,73,1.6666666666666667,core number
136,145,-1.2903995439935891e-15,4,73,1.0,core number
137,144,-1.079810561628485e-15,5,73,1.2,core number
138,143,-1.240161627050008e-15,4,73,1.6666666666666667,core number
139,142,-1.5974974223926594e-15,4,73,1.2,core number
140,141,-1.2565328315346707e-15,4,73,1.3333333333333333,core number
141,140,-1.1395772295844016e-15,4,74,1.6428571428571428,core number
142,139,-1.1083228494787238e-15,4,74,1.6,core number
143,138,-1.0159400478101522e-15,4,75,1.4,core number
144,137,-1.3507591262067334e-15,5,76,1.0714285714285714,core number
145,136,-1.186305067424842e-15,5,75,1.1428571428571428,core number
146,135,-1.101034321043436e-15,4,75,1.2142857142857142,core number
147,134,-1.44947031182621e-15,4,74,1.2857142857142858,core number
148,133,-1.0170850157208104e-15,4,74,1.0,core number
149,132,-9.756889137780758e-16,4,74,1.5714285714285714,core number
150,131,-9.254910865054045e-16,4,74,1.2857142857142858,core number
151,130,-1.3575247158292287e-15,4,75,1.1428571428571428,core number
152,129,-1.0459740555723335e-15,4,75,1.2307692307692308,core number
153,128,-1.5793327511528416e-15,4,74,1.1428571428571428,core number
154,127,-1.2947102184167888e-15,4,73,1.5384615384615385,core number
155,126,-1.1737355705615302e-15,4,74,1.0769230769230769,core number
156,125,-1.497083765301837e-15,4,73,1.1428571428571428,core number
157,124,-1.4995057432570777e-15,4,73,1.0769230769230769,core number
158,123,-1.3362403936449996e-15,5,73,1.1428571428571428,core number
159,122,-1.5044780441164877e-15,4,73,1.2307692307692308,core number
160,121,-1.4688323846658312e-15,4,73,1.4285714285714286,core number
161,120,-1.1414445260500007e-15,4,72,1.2307692307692308,core number
162,119,-1.304206479754955e-15,4,72,1.0769230769230769,core number
163,118,-1.1925657209691333e-15,4,71,1.5384615384615385,core number
